entry_index,negative_affect,positive_affect,negative_volatility,positive_volatility
4,0.0047619047619047615,0.011904761904761904,,
14,0.007920792079207921,0.013201320132013201,,
24,0.014035087719298244,0.043859649122807015,,
32,0.0,0.031007751937984496,,
45,0.007936507936507936,0.015873015873015872,2.630063298643566e-05,0.00019225451970426865
52,0.010204081632653062,0.017006802721088437,2.28261713358434e-05,0.00016013301079259484
60,0.0,0.008333333333333333,2.70070226590308e-05,0.00016068492804625377
78,0.01090909090909091,0.04545454545454545,2.568097235171305e-05,0.00021764650684759023
85,0.0,0.0,2.7870173996704617e-05,0.00025091800295483563
103,0.0,0.03225806451612903,2.8613006709217043e-05,0.0002363096232935597
113,0.0,0.052083333333333336,2.8578987999057597e-05,0.00029555520069174065
128,0.0,0.021367521367521364,2.8122778454266193e-05,0.000269576127581639
135,0.014634146341463417,0.06504065040650407,3.345131546675558e-05,0.000374396930635667
153,0.016,0.06666666666666667,3.888038441681318e-05,0.0004552176059594342
160,0.0,0.1111111111111111,3.864241085271508e-05,0.0008581741844711228
166,0.0,0.0,3.8139927476168066e-05,0.0008805196147380809
185,0.008108108108108109,0.015315315315315317,3.618755283604847e-05,0.000844828047661794
194,0.005797101449275362,0.07246376811594203,3.4062012381374694e-05,0.0008843876151571322
222,0.0,0.043478260869565216,3.3804093293031534e-05,0.0008393959155906796
240,0.0,0.016666666666666666,3.3418484272981346e-05,0.0008121606044989906
263,0.005970149253731343,0.04477611940298507,3.3459244063704406e-05,0.000789199199273062
287,0.0,0.03472222222222222,3.422409027934393e-05,0.0007611666471753172
307,0.00909090909090909,0.022727272727272724,3.057742587403014e-05,0.0007679567457275775
321,0.006557377049180328,0.03278688524590164,2.9667848212096544e-05,0.000767214232711152
337,0.0,0.038461538461538464,3.016384396972337e-05,0.0007450917145181695
352,0.0,0.0,2.909661017227732e-05,0.0007954093523060512
363,0.008383233532934131,0.02395209580838324,2.9210173705386738e-05,0.0007618151727030062
373,0.0,0.0,2.7539627936347784e-05,0.0008245087876357517
380,0.004411764705882353,0.028186274509803922,2.6781982577530766e-05,0.0007612961886867052
394,0.0011695906432748538,0.01364522417153996,2.6364366828559557e-05,0.0007861516247913037
402,0.00625,0.032051282051282055,2.5681887217547748e-05,0.0007705570679124125
416,0.010204081632653062,0.027210884353741496,2.6249362799472836e-05,0.000764389044621655
433,0.0,0.012345679012345678,2.185279734802581e-05,0.0007336183591728387
443,0.0,0.0,1.460583443989517e-05,0.0007113612597736399
467,0.05714285714285714,0.0,0.0001580388652342393,0.000362375255901681
482,0.00425531914893617,0.0,0.00015618758548745516,0.000362375255901681
500,0.0,0.0,0.0001579886675623886,0.00038639440017907697
507,0.0,0.0,0.00015976937903247992,0.00026534352619044194
525,0.0,0.013333333333333334,0.00015976937903247992,0.00023167989227654303
549,0.0,0.018518518518518517,0.00015976937903247992,0.0002317779473248755
560,0.009876543209876545,0.008230452674897118,0.00016065507050077405,0.00019222760660715852
580,0.0058823529411764705,0.017429193899782133,0.0001587523050761509,0.00017184103643108113
600,0.005714285714285714,0.016666666666666666,0.00015828106652747894,0.00016839315565910802
613,0.007486631016042781,0.023172905525846704,0.00015837950899274546,0.00015414489014990907
633,0.0,0.0047619047619047615,0.00015837950899274546,0.00012294963584321076
646,0.0013114754098360656,0.030601092896174863,0.00015763184622626073,0.00013119678615852414
661,0.004,0.024999999999999998,0.00015754104830496937,0.00013240403520093402
678,0.01592920353982301,0.011799410029498525,0.0001603598912353045,0.0001225261269819866
688,0.046153846153846156,0.07692307692307693,0.000237506060121727,0.0003133107752616387
695,0.00784313725490196,0.022875816993464054,0.00023439458290881612,0.0003147150637478986
705,0.007865168539325843,0.020599250936329586,0.000234040048041528,0.0003031840059156735
715,0.007164179104477612,0.028855721393034828,0.0002341754411893554,0.00030517837474245535
727,0.0,0.0,0.0002341754411893554,0.00031827021320478434
745,0.0,0.027131782945736437,0.0002341754411893554,0.00030955728285031225
753,0.007643312101910828,0.01910828025477707,0.00010600119791017081,0.0002930265622591743
764,0.007346938775510205,0.02312925170068027,0.00010573029580288004,0.0002753412648575141
775,0.0,0.047619047619047616,0.00010573029580288004,0.0002914425914056922
792,0.0,0.0,0.00010573029580288004,0.0002914425914056922
807,0.013333333333333332,0.044444444444444446,0.00010520044267345221,0.0003121505587985851
820,0.0,0.018518518518518517,0.00010520044267345221,0.0003121505587985851
835,0.0,0.0,0.0001074796735189697,0.0003286308301911543
852,0.00784313725490196,0.04575163398692811,0.00010746523230038818,0.0003523338345838742
870,0.0,0.0,0.00010986025931386774,0.0003796986420923066
881,0.0,0.0,0.00011203968603893514,0.00040738131590603154
898,0.00625,0.03125,0.00010983380671433427,0.0003934061643193746
910,0.0,0.05128205128205129,0.00011065460560761874,0.0004298572932550674
920,0.007662835249042145,0.03448275862068966,0.00011033506523537279,0.00043463849615233866
933,0.0,0.012820512820512822,0.00010763367806490592,0.0004332515033795413
954,0.001762114537444934,0.042584434654919234,1.832462024515555e-05,0.0003053938662441523
968,0.05333333333333333,0.005555555555555556,0.00014146070362246296,0.00032157278170336307
979,0.0,0.0,0.0001430180104111354,0.00034725041041339084
1000,0.0,0.017543859649122806,0.00014441748766837116,0.0003450405639506151
1021,0.0064516129032258064,0.07526881720430108,0.00014292734566481152,0.00046144245527575
1037,0.002898550724637681,0.007729468599033816,0.00014164450225360412,0.00047555276557505226
1055,0.007002188183807439,0.03938730853391685,0.00014153567856607551,0.0004859834159936185
1072,0.0005934718100890207,0.028684470820969338,0.0001426412283934054,0.00048650946461653414
1089,0.0,0.0,0.0001426412283934054,0.0004872420165739304
1101,0.0,0.014705882352941178,0.0001426412283934054,0.0004628149304796562
1114,0.017543859649122806,0.02631578947368421,0.00014706308078868188,0.0004392804108172813
1130,0.0,0.00980392156862745,0.00014706308078868188,0.00044681621463458387
1158,0.0022792022792022795,0.016144349477682812,0.00014598719316543182,0.0004221922456914663
1172,0.0,0.0,0.00014727789965659124,0.0004171158990855955
1190,0.013180515759312322,0.022922636103151862,0.0001486263171320909,0.0003934942266218265
1205,0.0,0.015384615384615385,0.0001486263171320909,0.00036998588892439213
1222,0.0,0.030303030303030304,0.00015038068175147307,0.00036916781996617335
1240,0.012244897959183673,0.05102040816326531,0.00015061390492116333,0.00036837981154731335
1254,0.0,0.0,0.00015240833171178476,0.0003844576434472731
1276,0.007272727272727273,0.006060606060606061,0.0001505634001118441,0.00039242664557676823
1291,0.0,0.0,0.00015154703351568285,0.00038397219863986714
1311,0.034999999999999996,0.0,7.727776999481496e-05,0.000392992590040954
1325,0.0034482758620689655,0.040229885057471264,7.597634702110074e-05,0.0003974197288932589
1343,0.0,0.0,7.597634702110074e-05,0.0004174838583887926
1366,0.0,0.0,7.73404681389108e-05,0.00025650311471063465
1382,0.0,0.01346801346801347,7.842405176807108e-05,0.00025349530704774325
1399,0.004347826086956522,0.050724637681159424,7.819686372899553e-05,0.0002881648524678757
1410,0.003041825095057034,0.021546261089987324,7.741362282976626e-05,0.00028139827378758
1424,0.009523809523809523,0.0,7.701848801836574e-05,0.00028139827378758
1441,0.006779661016949152,0.04519774011299435,7.546715314498755e-05,0.0003239521102043817
1462,0.012063492063492064,0.03492063492063492,7.015549145251247e-05,0.00033567915259516965
1482,0.010256410256410256,0.02735042735042735,6.952141126450375e-05,0.0003361449196881374
1498,0.0,0.0,7.066709450629167e-05,0.00035362819447283924
1516,0.010526315789473684,0.02631578947368421,6.971643296080873e-05,0.0003385133889748673
1532,0.029629629629629627,0.004115226337448559,9.501267158280706e-05,0.0003489725217319632
1552,0.02857142857142857,0.09523809523809523,0.00011415458148849333,0.0006430279561170647
1572,0.006547619047619047,0.03571428571428572,0.00011034648907018863,0.0006490366362609105
1586,0.004624277456647398,0.01348747591522158,0.00011061729599246974,0.000607168986901786
1601,0.007246376811594203,0.016908212560386476,0.00010669690247751458,0.0005845884197307397
1621,0.02727272727272727,0.0,0.00012317846784284955,0.0005963154030590986
1648,0.0,0.047619047619047616,0.00012317846784284955,0.0006031234901420916
1664,0.015286624203821656,0.03397027600849257,9.061578344374431e-05,0.0005762837341097881
1667,0.0,0.0,9.321032794711927e-05,0.0005941526242521749
1671,0.0,0.027777777777777776,9.321032794711927e-05,0.0005645199876146033
1713,0.01,0.016666666666666666,8.896201095629739e-05,0.0005350444991993118
1732,0.013147410358565736,0.023240371845949532,8.475362008644003e-05,0.0005273900220685228
1736,0.0,0.0,8.825964432605418e-05,0.0005242355451280422
1768,0.0,0.024691358024691357,9.08624611137128e-05,0.0005240821861302332
1774,0.00101010101010101,0.015151515151515152,9.45314134354006e-05,0.0004978242920611414
1781,0.015789473684210527,0.022556390977443608,9.634401547593779e-05,0.00047393205786853976
1790,0.005057471264367816,0.027586206896551724,9.698042922212155e-05,0.0004676394243304743
1799,0.0,0.0,0.00010115174137673905,0.0004922849860223427
1816,0.0,0.0,0.00010115174137673905,0.0004922849860223427
1838,0.0010471204188481676,0.006980802792321117,0.00010385757746237804,0.0005012813803136864
1846,0.0,0.03529411764705882,8.1108126954534e-05,0.0004958333260191628
1862,0.003686635944700461,0.01075268817204301,5.498925667989166e-05,0.0002026832207241536
1881,0.0,0.0,5.643544782088551e-05,0.00019956239248532896
1902,0.0013937282229965157,0.025551684088269456,5.7155909387544594e-05,0.00020347859877873465
1914,0.010884353741496596,0.029478458049886618,5.86599380443582e-05,0.00021160522723343513
1922,0.0,0.01610305958132045,3.256596815319067e-05,0.00019513448431495296
1931,0.013333333333333332,0.017777777777777778,3.603009080705439e-05,0.00014715781605522665
1938,0.0,0.0,3.0408370233858102e-05,0.00014302618183796773
1945,0.0,0.0,3.0408370233858102e-05,0.00014302618183796773
1959,0.005076142131979695,0.017766497461928935,2.9683650016791227e-05,0.00013455139504001454
1976,0.02138364779874214,0.013626834381551364,4.332718460795922e-05,0.0001343136908508674
1982,0.007407407407407407,0.03209876543209877,3.980437074707514e-05,0.00014654780437891294
2010,0.03333333333333333,0.013888888888888888,8.026002894154582e-05,0.00013459811782993533
2028,0.01764705882352941,0.02941176470588235,8.47409246565934e-05,0.0001402965425563492
2054,0.010958904109589041,0.0319634703196347,8.357146078795657e-05,0.00015345573990287314
2081,0.015492957746478872,0.009389671361502348,8.331244013006383e-05,0.00015378791711067393
2101,0.0,0.0196078431372549,8.5803874143398e-05,0.00014714240222864206
2122,0.0,0.010101010101010102,8.5803874143398e-05,0.0001357796841086089
2145,0.0037433155080213902,0.010695187165775402,8.371386040907876e-05,0.00012349772205830982
2162,0.0044444444444444444,0.08888888888888889,8.206578362301e-05,0.0003766602488030673
2180,0.005373134328358209,0.022885572139303482,7.930171644990757e-05,0.0003651918423976867
2194,0.0047169811320754715,0.0220125786163522,7.891865906148871e-05,0.0003605714151582416
2207,0.0,0.07407407407407407,7.891865906148871e-05,0.00047458925204181936
2227,0.006211180124223602,0.025879917184265012,7.685099895546147e-05,0.0004746390568707099
2236,0.0007751937984496124,0.012919896640826873,7.889177969137979e-05,0.0004792917887946227
2244,0.014285714285714285,0.0026455026455026454,7.782540763832111e-05,0.0004987611407755999
2253,0.00234375,0.018229166666666668,7.793629388215295e-05,0.0004985335685749433
2262,0.0027777777777777775,0.03356481481481482,7.608243019672227e-05,0.00047429274326397025
2272,0.003669724770642202,0.033639143730886854,7.374329823285894e-05,0.0004441806674389135
2290,0.005649717514124294,0.011299435028248588,7.358430054451627e-05,0.00045198867976924167
2305,0.0014388489208633094,0.011990407673860911,6.539820728817351e-05,0.00045422655179008987
2323,0.0,0.0,6.783452955902166e-05,0.0004843231925740161
2345,0.004790419161676647,0.02395209580838323,2.837816524048264e-05,0.00047851253852126605
2352,0.010752688172043012,0.02150537634408602,2.173324261354121e-05,0.00047768136221806656
2361,0.012903225806451613,0.02150537634408602,2.3168196914252816e-05,0.0004746719927650515
2373,0.005780346820809248,0.028901734104046242,1.712489396538747e-05,0.00046423530515606797
2380,0.0028985507246376808,0.024154589371980673,1.617721691456188e-05,0.0004628246874474883
2387,0.010810810810810811,0.0,1.6754610337741954e-05,0.0004837063547139664
2397,0.025,0.041666666666666664,3.615849382251753e-05,0.00048686691943056475
2403,0.019047619047619046,0.0,4.4074685627352085e-05,0.00029336137716605323
2412,0.018867924528301886,0.018867924528301886,5.092418019842217e-05,0.00029359995263801954
2422,0.01886792452830189,0.05031446540880503,5.658851323040627e-05,0.0003356522063538532
2431,0.007407407407407407,0.012345679012345678,5.282628919835649e-05,0.00019271811234489956
2452,0.0043749999999999995,0.010416666666666666,5.347860603514087e-05,0.00019456432095104543
2475,0.0038461538461538464,0.027243589743589744,5.141355272749482e-05,0.0001958122972767478
2498,0.002797202797202797,0.030303030303030304,5.134946966226504e-05,0.00018466397454596522
2515,0.0,0.0,5.3069235915984085e-05,0.00020658636195708448
2540,0.0011111111111111111,0.011111111111111112,5.4139052761708656e-05,0.00019993118869996067
2559,0.013333333333333336,0.0253968253968254,5.4402721818479925e-05,0.00019059292145949706
2574,0.005128205128205129,0.014245014245014245,5.457190675477195e-05,0.00018877901408292927
2585,0.016666666666666666,0.013888888888888888,5.491529202985626e-05,0.00018761917367816493
2602,0.010623556581986143,0.018475750577367205,5.024871015475509e-05,0.00016814190094605462
2616,0.015730337078651686,0.02247191011235955,5.052102526563084e-05,0.00016759123005162112
2631,0.034444444444444444,0.02407407407407407,7.972141209554332e-05,0.00016842532076693636
2642,0.013138686131386862,0.029197080291970805,7.97594099002523e-05,0.00017278916519271624
2649,0.004597701149425287,0.019157088122605363,8.054060013989089e-05,0.00016856380746841228
2658,0.0026086956521739132,0.024637681159420288,8.080524582106755e-05,0.00016880370272622736
2666,0.021551724137931036,0.015804597701149423,8.588468662889749e-05,0.00014853474137089344
2674,0.0038216560509554145,0.006369426751592358,7.923445936143861e-05,0.00013211381326819853
2681,0.006896551724137931,0.033045977011494254,7.619337389769661e-05,0.00012161145001066508
2688,0.0,0.006289308176100628,7.695812809338748e-05,0.00013150917565690718
2707,0.0,0.0,7.584920557325888e-05,9.615300960909741e-05
2724,0.0,0.05555555555555555,7.936969896364466e-05,0.00016732051956467274
2745,0.011834319526627219,0.007889546351084813,7.927910787058101e-05,0.00017002530821686246
2761,0.0,0.030303030303030304,8.186505382150768e-05,0.000173065104343778
2782,0.004081632653061224,0.02040816326530612,8.121514548363821e-05,0.00016661555329370857
2786,0.05,0.013888888888888888,0.00016264445564940206,0.00014860556903563063
2794,0.03076923076923077,0.025641025641025644,0.00017644418167219952,0.00014616198095031218
2809,0.01111111111111111,0.0,0.00017644033588825404,0.0001648852111387282
2818,0.0,0.0,0.00018154582482104325,0.00018226190611130873
2823,0.008785529715762274,0.020671834625323,0.00018069191530388083,0.00018137361758526786
2830,0.0,0.0,0.00018731474294498624,0.00019886583176258578
2851,0.0,0.020833333333333332,0.00019180228363964498,0.00019818912943690543
2857,0.0,0.0,0.00016315440708050463,0.0002109849855301248
2865,0.0,0.0,0.00016531472754289551,0.00021453830003065306
2868,0.0,0.022222222222222223,0.00016792288944057125,0.00021634132611676003
2873,0.0,0.0,0.0001696263559896765,0.00022215905273611502
2878,0.0,0.0,0.0001608421740750373,0.00023155651926367414
2894,0.0,0.0,0.0001625955628048232,0.00023813510897984034
2898,0.0,0.06172839506172839,0.0001644490866667645,0.00034028280469411074
2928,0.009964412811387902,0.009489916963226572,0.00016329951322999168,0.0003381057277477276
2947,0.009448818897637795,0.028871391076115485,0.00016147029862279954,0.000335924616173423
2954,0.02318840579710145,0.021739130434782608,0.00017175799346187147,0.0002518548886311273
2957,0.013793103448275862,0.034482758620689655,0.00017274884303549267,0.00026959390003159265
2967,0.0036144578313253017,0.032128514056224904,0.0001703365748844595,0.0002726023223455401
2974,0.0,0.006802721088435374,0.00017295525501717166,0.0002749792653862144
2983,0.017603911980440097,0.025264873675631617,8.232087413982488e-05,0.0002802091948453405
2993,0.0,0.0,5.0774648922877414e-05,0.0002856943969462811
3000,0.007258064516129032,0.036290322580645164,4.8987879113876954e-05,0.00029725438761321106
3005,0.034782608695652174,0.0463768115942029,9.233398027829544e-05,0.0003265582585896428
3013,0.006042296072507553,0.016112789526686808,9.202774067536585e-05,0.0003264809098608085
3023,0.01818181818181818,0.010101010101010102,9.652833327601805e-05,0.00031231910314765966
3044,0.043478260869565216,0.0,0.00015812228751597095,0.0003291715362984201
