entry_index,word_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
7,89,0,0,0,1,0,1,0,0,1,1
14,19,1,0,1,2,0,2,1,0,0,2
25,102,0,0,0,0,0,0,0,1,0,0
36,203,0,4,0,1,4,0,3,5,8,0
52,33,0,1,0,1,1,0,0,1,1,0
83,12,0,1,0,0,0,0,0,0,0,0
104,67,0,1,0,0,0,1,0,0,0,1
130,61,0,0,0,0,0,0,1,5,8,0
153,18,0,0,0,0,0,0,0,0,0,0
159,195,0,9,0,1,3,7,0,6,9,7
189,15,0,0,0,0,0,0,0,0,0,0
213,85,0,0,0,0,0,0,0,2,2,0
239,10,0,0,0,0,0,0,0,0,1,0
264,140,1,3,0,0,3,0,1,4,7,2
297,20,0,0,0,0,1,1,0,1,1,1
301,26,0,1,0,0,1,0,0,0,2,0
342,17,0,1,0,0,0,0,0,1,1,0
370,15,0,0,0,0,0,0,1,0,1,0
384,112,0,4,1,0,0,2,0,0,2,3
417,12,0,0,0,0,0,0,0,0,0,0
424,41,2,2,2,2,2,2,2,1,4,2
455,99,1,3,0,0,4,0,2,5,5,1
481,48,0,1,0,0,0,0,0,0,1,0
507,47,1,2,0,1,2,0,1,1,2,1
533,17,0,0,0,0,0,0,0,0,0,0
562,35,0,0,0,1,0,1,0,3,3,1
569,16,0,0,0,0,0,0,0,0,0,0
592,45,0,0,0,0,0,0,0,0,1,0
614,149,0,3,0,0,4,2,2,4,11,3
644,3,0,0,0,0,0,0,0,0,0,0
648,62,1,3,2,2,2,2,1,2,5,3
677,215,1,5,1,2,4,1,3,5,8,2
699,30,0,1,0,0,2,1,0,1,2,1
712,171,1,4,1,1,3,2,4,2,5,3
746,66,0,2,0,0,2,0,1,3,6,0
778,108,2,1,1,1,0,0,0,2,1,3
802,241,3,9,2,0,1,0,1,2,9,7
826,11,0,0,0,0,0,0,0,0,0,0
832,213,0,5,0,0,3,0,3,5,10,2
854,129,0,3,0,0,1,0,0,1,4,0
872,205,0,12,0,0,12,2,10,11,15,3
898,10,0,0,0,0,0,0,0,0,0,0
908,193,2,4,1,5,2,4,1,4,6,4
945,115,0,0,0,1,0,0,0,0,1,1
973,90,1,3,0,2,1,0,1,3,6,1
977,32,0,0,0,1,1,0,0,2,5,0
999,128,1,1,1,1,2,1,0,2,4,1
1027,38,1,1,1,1,0,1,0,1,1,1
1049,71,0,0,0,0,0,0,0,0,0,1
1084,60,0,1,0,0,0,0,0,0,0,0
1114,217,0,3,0,0,1,1,2,2,7,0
1147,150,1,2,1,2,2,2,4,3,4,2
1167,10,0,0,0,0,0,0,0,0,0,0
1172,3,0,0,0,0,0,0,0,0,0,0
1178,120,0,7,0,2,5,2,1,3,7,3
1193,10,0,0,0,0,0,0,0,0,0,0
1207,34,0,0,0,0,0,0,0,0,1,0
1213,20,0,0,0,0,0,0,0,1,0,0
1251,159,0,3,0,0,1,0,1,3,4,0
1262,23,0,0,0,0,0,0,0,1,1,0
1276,195,0,3,0,0,2,2,0,3,6,1
1301,55,1,3,1,1,1,2,1,1,1,1
1308,70,0,2,0,0,3,0,1,2,4,0
1319,50,0,1,0,0,1,0,0,1,3,0
1334,9,0,0,0,0,0,0,0,0,0,0
1341,66,1,1,1,1,4,0,0,4,6,1
1350,9,0,0,0,0,0,0,0,0,0,0
1353,270,0,7,0,0,3,1,2,2,10,1
1386,90,1,3,1,3,4,0,1,5,10,3
1404,90,1,3,1,3,4,0,1,5,10,3
1420,36,1,2,1,1,2,1,0,2,4,1
1431,274,1,4,0,0,5,3,4,4,7,3
1448,165,0,2,1,0,4,0,1,4,6,1
1467,39,2,0,0,0,1,1,0,1,4,2
1485,14,1,0,0,0,0,0,0,0,0,0
1515,8,0,1,0,0,1,0,1,1,1,0
1525,59,3,1,0,0,1,1,0,2,2,4
1545,63,0,0,0,0,0,0,0,0,0,0
1559,71,0,1,0,0,1,1,1,1,1,1
1575,9,0,0,0,0,0,0,0,0,0,0
1581,21,0,0,0,0,1,0,0,1,1,0
1587,63,0,0,0,0,1,0,0,1,2,1
1597,69,1,2,0,0,3,0,1,2,3,0
1607,12,0,0,0,0,0,0,0,0,0,0
1613,82,2,1,0,2,1,2,1,0,1,2
1642,29,0,0,0,0,0,0,0,3,1,0
1656,48,0,1,0,0,1,0,0,2,3,0
1666,9,0,1,0,0,0,0,0,0,0,0
1671,10,0,0,0,0,0,0,0,0,0,0
1675,24,0,1,0,0,1,0,0,1,2,0
1682,35,0,1,1,1,4,0,0,2,4,1
1690,81,0,3,0,0,2,0,2,2,4,0
1699,10,0,0,0,0,0,0,0,0,0,0
1707,3,0,1,0,0,1,0,0,0,1,0
1742,62,0,0,0,0,0,0,0,0,0,0
1769,7,0,0,0,0,0,0,0,0,0,0
1775,42,0,0,0,0,0,0,0,1,1,0
1779,40,0,0,0,0,0,0,0,0,0,0
1787,26,0,0,0,0,0,0,0,1,1,0
1825,6,0,0,0,0,0,0,0,0,0,0
1833,9,0,0,0,0,0,0,0,0,0,0
1843,55,0,3,0,0,4,0,1,3,8,1
1848,88,0,0,0,0,1,0,0,3,5,0
1858,47,0,1,0,0,1,0,0,1,2,1
1872,135,2,2,4,1,1,2,0,3,6,6
1897,32,0,1,0,0,0,0,0,1,2,0
1908,64,1,1,1,0,1,0,0,2,2,1
1917,114,5,1,0,4,0,0,0,5,3,5
1926,7,0,0,0,0,0,0,0,0,0,0
1935,112,0,3,0,0,2,0,0,3,9,0
1947,123,1,2,0,3,1,0,0,1,3,2
1961,266,0,4,0,5,1,0,1,1,2,1
1980,17,0,0,0,0,1,0,0,0,1,0
2011,5,0,0,0,0,1,0,0,0,1,0
2028,268,4,5,1,4,4,4,3,4,9,4
2056,42,0,2,1,1,0,0,0,1,0,1
2082,141,1,1,0,1,1,1,0,3,6,4
2109,20,1,0,0,0,0,0,0,0,1,1
2137,12,0,0,0,0,0,0,0,0,0,0
2146,22,0,0,0,0,0,0,0,0,1,1
2156,6,0,0,0,0,0,0,0,0,0,0
2177,54,2,0,0,1,0,0,0,0,2,1
2208,329,3,8,2,3,9,8,8,5,15,11
2234,25,1,1,0,0,0,1,0,1,1,4
2257,12,1,0,1,0,1,0,2,1,1,1
2282,34,1,1,0,1,0,1,0,0,0,1
2297,88,0,0,0,0,0,0,0,2,4,0
2315,87,0,2,0,0,0,1,2,1,1,1
2330,17,0,0,0,0,0,0,0,0,0,0
2340,94,1,6,1,1,6,1,6,6,6,1
2347,34,0,0,0,1,1,0,0,1,1,0
2355,17,1,0,1,2,0,2,0,1,0,2
2373,33,0,0,0,0,0,0,0,0,0,1
2401,7,0,0,0,0,0,0,0,1,1,0
2425,13,0,0,0,0,0,0,0,1,2,0
2450,12,0,0,0,0,0,0,0,0,0,0
2473,50,0,1,0,0,1,0,0,3,3,0
2486,157,2,3,1,4,3,3,2,6,5,4
2508,123,0,1,0,0,2,1,0,1,2,1
2525,6,0,0,0,0,0,0,0,0,0,0
2545,22,0,0,0,0,1,0,0,0,1,0
2566,11,0,0,0,0,0,0,0,0,0,0
2590,65,0,0,0,0,0,0,0,0,3,0
2599,14,0,0,0,0,0,0,0,0,0,0
2621,174,0,5,0,1,2,0,3,4,6,1
2641,86,0,1,0,1,0,1,1,0,0,1
2663,248,0,2,2,1,3,5,1,6,7,3
2686,125,1,0,1,1,0,1,0,0,3,1
2710,89,1,0,0,0,0,0,0,2,3,1
2741,112,1,0,1,1,0,1,0,2,3,1
2772,65,0,1,0,1,1,1,1,1,2,1
2799,140,0,0,0,0,2,1,0,1,6,1
2826,166,4,5,3,5,5,5,3,6,8,5
2851,77,0,1,0,0,1,0,1,2,2,1
2875,102,1,1,0,1,0,0,1,0,3,1
2894,212,2,9,0,1,10,2,5,10,14,2
2918,30,0,0,0,0,0,0,0,0,0,0
2947,10,0,0,0,0,0,0,0,0,0,0
2975,153,0,0,0,0,1,0,0,1,2,2
2997,170,2,5,4,3,4,3,3,4,9,3
3017,124,1,1,1,2,0,4,0,2,2,7
3039,120,2,2,0,2,1,2,0,2,7,3
3051,65,0,0,0,0,0,0,0,0,2,0
3070,80,0,0,0,0,0,0,0,0,0,0
3095,34,0,1,0,0,0,1,0,0,1,0
3121,108,0,0,0,0,0,0,0,0,2,0
3139,163,0,4,0,0,1,0,1,3,8,1
3155,127,0,2,0,0,1,0,0,2,1,1
3173,88,1,5,1,2,2,1,2,3,5,3
3194,235,1,5,0,2,4,1,2,8,13,2
3217,98,0,1,0,0,0,0,0,1,2,0
3247,63,0,0,2,0,0,2,0,1,5,2
3274,205,1,2,1,3,1,1,0,3,6,2
3307,23,0,0,0,0,0,0,0,0,0,0
3318,141,0,1,1,1,0,2,3,1,5,3
3326,5,0,0,0,0,0,0,0,0,0,0
3347,119,0,1,0,0,1,0,1,1,1,0
3354,226,0,2,0,0,2,1,1,3,6,1
3360,28,0,0,0,0,0,0,0,0,0,0
3367,2,0,0,0,0,0,0,0,0,0,0
3401,77,1,1,0,1,2,2,0,3,2,2
3429,150,0,4,0,0,5,0,1,4,7,0
3444,89,2,9,0,0,4,0,2,5,5,0
3457,100,3,3,0,3,4,0,1,3,5,0
3474,205,3,8,2,2,6,2,2,7,10,3
3491,74,0,1,0,0,0,0,0,1,4,2
3507,138,1,3,0,1,3,1,3,3,7,3
3517,25,0,0,0,0,0,0,0,0,0,0
3527,85,0,0,0,0,0,0,0,0,0,0
3534,107,0,3,0,0,1,1,0,0,1,0
3541,9,0,0,0,0,0,0,0,0,0,0
3566,60,0,0,0,0,0,1,0,1,0,1
3587,10,0,0,0,0,0,0,0,0,0,0
3604,152,1,2,3,1,3,3,3,3,4,4
3611,92,1,0,0,0,0,1,0,1,2,1
3618,69,0,1,0,0,0,0,0,0,0,0
3629,148,2,6,2,2,5,5,5,5,9,5
3639,61,1,0,1,2,0,1,0,0,0,1
3653,31,0,0,0,0,0,0,0,0,0,0
3659,35,0,0,0,0,0,1,0,0,0,1
3671,88,0,3,0,0,3,0,3,3,4,0
3679,190,1,5,3,0,5,0,3,4,6,3
3697,221,0,0,0,0,1,0,1,1,2,1
3698,221,0,0,0,0,1,0,1,1,2,1
3717,31,0,0,0,0,0,0,0,0,2,0
3740,200,1,6,0,1,6,1,4,9,10,2
3747,137,1,3,0,4,4,0,1,0,6,2
3754,106,0,2,0,0,1,0,0,1,3,0
3761,184,1,4,1,1,5,2,0,6,9,1
3768,61,0,2,0,0,2,0,1,1,2,0
3775,143,0,1,0,1,7,0,0,7,10,0
3781,238,0,4,0,1,3,0,3,3,8,0
3788,33,0,1,0,0,0,0,0,1,0,0
3816,128,0,0,1,2,1,1,0,0,4,6
3833,25,1,1,1,1,1,1,0,1,1,0
3845,227,3,5,1,3,8,4,4,8,12,3
3875,332,3,8,2,3,9,4,4,9,18,7
3892,67,0,4,0,0,1,1,1,3,2,1
3913,305,0,6,0,4,3,0,2,6,10,2
3936,221,1,4,0,0,3,1,1,5,5,2
3954,42,0,0,0,0,0,0,0,3,3,0
3987,69,0,0,0,1,0,1,0,0,0,1
4014,89,1,1,1,1,2,1,1,3,3,3
4023,245,0,8,0,1,7,1,5,9,13,3
4032,50,0,4,1,2,3,1,3,4,4,2
4041,321,0,3,0,3,3,4,2,3,9,6
4051,13,0,0,0,0,0,0,0,0,1,0
4070,184,0,0,0,3,1,3,1,3,3,3
4095,134,0,3,0,0,4,0,1,4,5,1
4113,4,0,0,0,0,0,0,0,0,0,0
4121,53,0,0,0,0,0,0,0,1,0,1
4128,102,1,5,1,1,3,1,4,4,4,1
4135,128,0,1,0,0,0,0,0,0,1,1
4143,150,0,2,0,0,1,0,0,1,1,0
4152,124,1,1,1,1,1,1,0,2,3,1
4160,126,0,2,0,6,1,6,0,2,4,7
4168,27,0,0,0,0,0,0,0,1,2,0
4175,75,0,2,0,0,0,0,1,2,1,0
4180,141,1,1,0,1,2,1,2,2,3,2
4189,77,0,0,0,0,0,0,0,1,1,1
4196,173,0,1,0,0,0,0,0,2,5,0
4204,284,4,6,2,4,1,2,1,3,9,4
4216,58,1,1,0,0,1,0,0,1,1,1
4235,67,0,0,0,0,0,1,0,0,0,1
4249,87,1,2,1,1,3,1,0,2,3,1
4258,218,0,2,0,1,2,0,0,4,5,1
4267,211,3,2,3,2,1,6,3,1,3,7
4275,228,1,5,1,1,4,1,2,4,4,2
4283,125,1,2,0,0,2,1,4,3,4,1
4290,52,3,0,2,2,0,3,0,2,2,3
4299,7,0,0,0,0,0,0,0,0,0,0
4314,50,0,0,0,0,1,0,0,1,1,0
4321,244,1,5,0,0,5,1,4,7,13,1
4343,418,1,6,1,1,3,4,0,6,8,5
4360,231,2,4,1,0,2,1,2,2,8,4
4369,291,2,5,1,3,9,2,5,8,14,5
4386,222,1,5,1,1,8,1,3,6,18,2
4400,110,2,1,1,2,2,2,0,3,4,3
4417,60,0,2,0,0,0,0,0,1,2,0
4422,8,0,0,0,0,0,0,0,0,0,0
4428,117,0,1,0,0,0,0,0,1,4,0
4466,146,0,1,0,0,4,0,4,6,11,0
4474,106,0,1,1,1,2,0,1,2,6,1
4483,98,0,2,0,0,3,0,0,4,7,0
4498,49,0,0,0,0,0,0,0,0,0,0
4504,39,0,0,0,0,0,0,0,0,3,0
4509,49,0,3,0,0,4,0,1,4,4,1
4514,357,0,5,2,0,6,2,2,7,23,2
4522,57,1,2,1,1,1,1,1,3,5,1
4531,303,2,2,0,0,4,1,2,6,9,5
4539,386,1,5,0,1,5,1,2,8,11,5
4548,291,0,6,0,2,5,1,3,2,8,1
4556,126,0,5,0,1,4,0,1,3,6,0
4564,205,0,1,0,1,1,0,0,1,5,0
4573,212,0,7,0,2,0,2,1,3,7,6
4590,148,3,4,2,3,6,4,3,7,8,3
4609,148,1,7,1,2,3,1,1,4,4,1
4637,160,0,2,0,0,1,0,1,2,6,0
4653,256,0,3,0,0,1,1,1,3,7,2
4663,301,2,9,2,2,7,2,2,7,12,4
4672,46,0,0,0,0,0,0,0,0,0,0
4679,332,0,7,0,0,7,0,4,9,15,0
4690,224,0,2,0,0,0,0,0,3,8,0
4697,607,2,10,2,3,13,4,1,17,33,9
4707,264,0,6,0,1,5,0,3,7,10,0
4730,32,0,2,0,1,0,0,0,0,0,2
4744,248,0,2,0,0,2,0,0,5,8,0
4753,269,0,2,1,1,1,0,1,4,5,1
4764,25,0,0,0,0,0,0,0,0,0,0
4782,417,3,9,3,4,4,4,2,7,12,4
4796,15,0,0,0,0,0,0,0,0,0,0
4802,75,3,1,1,3,1,3,0,1,1,3
4809,274,0,3,1,0,3,1,1,3,5,2
4823,337,0,7,0,0,1,0,1,1,12,2
4842,432,1,1,2,2,4,1,2,12,10,5
4857,348,2,8,0,1,5,0,2,6,10,1
4873,314,2,7,1,2,5,2,1,6,16,4
4902,144,0,1,0,0,1,1,1,1,3,1
4921,606,2,5,1,4,8,7,3,16,21,9
4945,231,1,0,0,3,7,3,2,7,10,5
4958,411,2,8,3,4,9,3,4,8,16,4
4969,25,0,0,0,0,0,0,0,1,1,0
4975,33,1,0,0,0,0,1,0,0,0,1
4980,205,1,7,1,4,5,1,3,7,14,5
4990,276,2,3,1,4,1,3,0,4,4,8
